Company_Name,Leaders,No_of_Employee,Funding Type,Yr,Software Type,Industry,Category,Size,Website,LinkedIn,Address
Deegit,Jay Madipadaga,201-500 employees,Self-funded,Founded: 1993,B2B SaaS,Horizontal,HR and Recruiting,Medium,www.deegit.com,https://www.linkedin.com/company/deegit-inc/about/,"1900 E. Golf Road, Suite 925,, Schaumburg, IL 60173"
Defend Edge,Taso Triantafillos,11-50 employees,Self-funded,Founded: 2016,B2B SaaS,Horizontal,Cybersecurity,Small,www.defendedge.com,https://www.linkedin.com/company/defendedge/about/,"450 E 22nd St, 240, Lombard, Illinois 60148"
Deliverr,Michael Krakaris,51-200 employees,VC-funded,Founded: 2017,B2B SaaS,Horizontal,Logistics and Supply Chain,Medium,deliverr.com,https://www.linkedin.com/company/deliverr-inc/about/,"1 N La Salle St, Chicago, Illinois 60602, US"
DemandCaster,Null,1-10 employees,Acquired,Founded: 2004,B2B SaaS,Horizontal,Logistics and Supply Chain,Startup,demandcaster.com,https://www.linkedin.com/company/demandcaster/about/,"Rolling Meadows, IL"
Desktime,Sam Rosen,1-10 employees,Angel or Seed Funding,Founded: 2010,B2B SaaS,Real Estate,Marketplace,Startup,www.desktimeapp.com,https://www.linkedin.com/company/desktime-llc/about/,"Chicago, IL"
Detective,Aaron Frazin,11-50 employees,VC-funded,Founded: 2012,B2B SaaS,Horizontal,Sales and Marketing,Small,www.detective.io,https://www.linkedin.com/company/charlie-contacts/about/,"213 n Morgan St, 1B, Chicago, IL 60607"
DialogTech,Doug Kofoid,51-200 employees,VC-funded,Founded: 2005,B2B SaaS,Horizontal,Sales and Marketing,Medium,www.dialogtech.com,https://www.linkedin.com/company/dialogtech/about/,"120 S Riverside Plaza, Suite 1100, Chicago, Illinois 60606,"
Dieselpoint,Chris Cleveland,11-50 employees,Self-funded,Founded: 2004,B2B SaaS,Horizontal,Sales and Marketing,Small,www.dieselpoint.com,https://www.linkedin.com/company/dieselpoint/about/,"117 N Jefferson St # 202, Chicago, IL 60661"
Digital Fleet,Tim Oakes,11-50 employees,Self-funded,Founded: 2012,B2B SaaS,Construction,Logistics and Supply Chain,Small,www.digitalfleet.com,https://www.linkedin.com/company/digitalfleet/about/,"Chicago, IL"
DigitalMint,Jonathan Solomon,11-50 employees,Self-funded,Founded: 2014,B2B SaaS,Financial Services,Point of Sale,Small,www.digitalmint.io,https://www.linkedin.com/company/digital-mint-io/about/,"Chicago, IL"
Direct,Wes Smithe,11-50 employees,Self-funded,Founded: 2017,B2B SaaS,Real Estate,Business Mgt and ERP,Small,www.getdirect.io,https://www.linkedin.com/company/direct-software/about/,"420 W Huron St, Chicago, Illinois 60654,"
"Doccept, a Kensium Company",Paul Prickett,201-500 employees,Self-funded,Founded: 2006,B2B SaaS,Horizontal,Document Management,Medium,www.doccept.com,https://www.linkedin.com/company/kensium/about/,"311 S. Wacker Drive, Suite 440, Chicago, IL 60606"
DocuSign,Dan Springer,5001-10000 employees,Public,Founded: 2003,B2B SaaS,Horizontal,Document Management,Large,www.docusign.com,https://www.linkedin.com/company/docusign/about/,"180 N La Salle St, Suite 600, Chicago, Illinois 60601, US"
DonationXchange,Null,11-50 employees,Self-funded,Founded: 2008,B2B SaaS,Non-Profit,Business Mgt and ERP,Small,www.donationx.org,https://www.linkedin.com/company/donationxchange/about/,"118 N Clinton St, Chicago IL 60661"
Draftbit,Brian Luerssen,1-10 employees,Angel or Seed Funding,Founded: 2017,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,draftbit.com,https://www.linkedin.com/company/draftbit/about/,"Chicago, IL"
Dropoff,Sean Spector,51-200 employees,VC-funded,Founded: 2014,B2B SaaS,Horizontal,Logistics and Supply Chain,Medium,www.dropoff.com,https://www.linkedin.com/company/dropoff/about/,"Chicago, IL"
Drugviu,Kwaku Owusu,1-10 employees,Angel or Seed Funding,Founded: 2019,B2B SaaS,Healthcare,Analytics and BI,Startup,www.drugviu.com,https://www.linkedin.com/company/drugviu/about/,"29 East Madison St. Suite 1007, Chicago, IL 60602"
E-Rental Tools,Null,1-10 employees,Self-funded,Founded: 2009,B2B SaaS,Real Estate,Business Mgt and ERP,Startup,erentaltools.com,https://www.linkedin.com/company/e-rental-tools/about/,"Chicago, IL"
EBG Systems,"Emmanuel Garcia, Jr.",11-50 employees,Self-funded,Founded: 2006,B2B SaaS,Horizontal,Accounting and Finance,Small,www.ebgsystems.com,https://www.linkedin.com/company/ebg-systems-inc./about/,"3525 W. Peterson Ave. Suite 324, Chicago, IL 60659-3317"
eContext,Stephen Scarr,11-50 employees,Self-funded,Founded: 1999,B2B SaaS,Horizontal,Analytics and BI,Small,www.econtext.ai,https://www.linkedin.com/company/econtext-com/about/,"180 N. Michigan Ave, Suite 1400, Chicago, IL 60601, US"
Elastic,Ashutosh Kulkarni,1001-5000 employees,Public,Founded: 2012,B2B SaaS,Horizontal,Analytics and BI,Large,www.elastic.co,https://www.linkedin.com/company/elastic-co/about/,"500 West Madison Street, Chicago, IL 60661"
elicit,Eric Heneghan,11-50 employees,VC-funded,Founded: 2011,B2B SaaS,Horizontal,Sales and Marketing,Small,www.elicitsearch.com,http://www.linkedin.com/company/elicit-inc-/about/,"100 West Kinzie (@Clark Street), Suite 200, Chicago, IL 60654"
Enablon,James Jensen,201-500 employees,Acquired,Founded: 2000,B2B SaaS,Horizontal,Business Mgt and ERP,Medium,enablon.com,https://www.linkedin.com/company/enablon/about/,"54th Floor, 233 South Wacker Drive, Chicago, IL 60606,"
Enodo,Marc Rutzen,11-50 employees,Angel or Seed Funding,Founded: 2016,B2B SaaS,Real Estate,Accounting and Finance,Small,www.enodoinc.com,https://www.linkedin.com/company/enodo-inc/about/,"130 S. Jefferson, Suite 390, Chicago, Illinois 60607"
Entrigna,Murali Kashaboina,11-50 employees,Self-funded,Founded: 2011,B2B SaaS,Horizontal,Analytics and BI,Small,entrigna.com,https://www.linkedin.com/company/entrigna-inc/about/,"222 West Merchandise Mart Plaza, Floor 12, Suite 1212, Chicago, Illinois 60654"
Envoy Global,Dick Burke,51-200 employees,VC-funded,Founded: 1998,B2B SaaS,Legal,HR and Recruiting,Medium,www.envoyglobal.com,https://www.linkedin.com/company/envoyglobal/about/,"230 West Monroe Street, Suite 2700, Chicago, Illinois 60606"
Epay Systems,Frank Ruffolo,51-200 employees,VC-funded,Founded: 2001,B2B SaaS,Horizontal,HR and Recruiting,Medium,www.epaysystems.com,https://www.linkedin.com/company/epay-systems/about/,"1701 Golf Road, 1-1250, Rolling Meadows, IL 60008"
Epazz,Shaun Passley,11-50 employees,Public,Founded: 2000,B2B SaaS,Horizontal,Business Mgt and ERP,Small,www.epazz.com,https://www.linkedin.com/in/epazz-inc-744a52111/about/,"Chicago, IL"
Epsilon,Jon Beebe,5001-10000 employees,Acquired,Founded: 1969,B2B SaaS,Horizontal,Sales and Marketing,Large,www.epsilon.com,https://www.linkedin.com/company/epsilon/about/,"1240 E North Ave., West Chicago, IL 60185"
ePublishing,Thomas Chaffee,51-200 employees,Other,Founded: 1994,B2B SaaS,Horizontal,Sales and Marketing,Medium,www.ePublishing.com,https://www.linkedin.com/company/epublishing/about/,"27863 Network Place, Chicago, IL 60673-1278"
Eta Vision,Michael Lingle,1-10 employees,Angel or Seed Funding,Founded: 2015,B2B SaaS,Horizontal,IT Mgt,Startup,etavision.com,https://www.linkedin.com/company/eta-vision/about/,"233 N. Michigan Ave, Chicago, IL 60601,"
Eventric,Paul Bradley,11-50 employees,Self-funded,Founded: 2001,B2B SaaS,"Entertainment, Hospitality, Travel",Business Mgt and ERP,Small,www.eventric.com,https://www.linkedin.com/company/eventric/about/,"1644 N. Honore, Suite 105, Chicago, IL 60622, US"
Ever.ag,Brian Rice,11-50 employees,Acquired,Founded: 2002,B2B SaaS,Agriculture,Accounting and Finance,Small,www.ever.ag,https://www.linkedin.com/company/ever-ag/about/,"135 S LaSalle Street, Suite 3000, Chicago, IL 60603"
ExplORer Surgical,Jennifer Fried,11-50 employees,VC-funded,Founded: 2015,B2B SaaS,Healthcare,Communications,Small,explorersurgical.com,https://www.linkedin.com/company/explorer-surgical/about/,"351 W Hubbard St, Suite 306, Chicago, Illinois 60654"
Express Pigeon,Igor Polevoy,1-10 employees,Self-funded,Founded: 2011,B2B SaaS,Horizontal,Sales and Marketing,Startup,expresspigeon.com,https://www.linkedin.com/company/expresspigeon/about/,"Chicago, IL"
Eze Software Group,Michael Hunter,1001-5000 employees,Acquired,Founded: 1995,B2B SaaS,Financial Services,Business Mgt and ERP,Large,www.ezesoft.com,https://www.linkedin.com/company/ezesoftware/about/,"100 South Wacker Drive, Chicago, IL 60606"
EZnotes,Michael Silbert,1-10 employees,Self-funded,Founded: 2002,B2B SaaS,Healthcare,Practice Mgt,Startup,www.eznotesinc.com,https://www.linkedin.com/company/eznotes-inc/about/,"Chicago, IL"
FastModel Sports,Ross Comerford,11-50 employees,Other,Founded: 2003,B2B SaaS,Sports and Fitness,Business Mgt and ERP,Small,www.fastmodelsports.com,https://www.linkedin.com/company/fast-model-technologies/about/,"444 N Michigan Ave, Chicago, Illinois 60611"
FCS Roofing Software,Null,11-50 employees,Self-funded,Founded: 2006,B2B SaaS,Construction,Sales and Marketing,Small,fcscontrol.com,https://www.linkedin.com/company/fcs-roofing/about/,"8420 W. Bryn Mawr Avenue, Suite 1030, Chicago, IL 60631,"
Fieldwork,Null,1-10 employees,Self-funded,Founded: 2012,B2B SaaS,Horizontal,Logistics and Supply Chain,Startup,www.fieldworkhq.com,https://www.linkedin.com/company/fcs-roofing/about/,"5745 W Howard St, Niles, IL 60714"
Five to Nine,Jasmine Shells,1-10 employees,Angel or Seed Funding,Founded: 2018,B2B SaaS,Horizontal,HR and Recruiting,Startup,fivetonine.co,https://www.linkedin.com/company/five-to-nine/about/,"222 W Merchandise Mart Plz Suite 1212 Chicago, IL 60645"
Flexport,Ryan Petersen,1001-5000 employees,Other,Founded: 2013,B2B SaaS,"Logistics, Supply Chain, Transportation",Logistics and Supply Chain,Large,www.flexport.com,https://www.linkedin.com/company/flexport/about/,"333 North Green St., 12th Floor Chicago, IL 60607"
Fluxee,Raul Rosas,1-10 employees,Self-funded,Founded: 2016,B2B SaaS,Real Estate,Cloud and Software Dev Tools,Startup,fluxeebeta.com,https://www.linkedin.com/company/fluxee/about/,"222 W Merchandise Mart Plaza, #1212, Chicago, IL 60191"
Fly.io,Kurt Mackey,1-10 employees,Angel or Seed Funding,Founded: 2016,B2B SaaS,Horizontal,IT Mgt,Startup,fly.io,https://www.linkedin.com/company/fly-io/about/,"321 N Clark St, Chicago, Illinois US"
Forager,Matt Silver,11-50 employees,Angel or Seed Funding,Founded: 2018,B2B SaaS,Horizontal,Logistics and Supply Chain,Small,www.foragerscs.com,https://www.linkedin.com/company/foragerscs/about/,"1046 W Kinzie ST, #300, Chicago, IL 60642"
FreeWheel,Katy Loria,201-500 employees,Acquired,Founded: 2007,B2B SaaS,"Entertainment, Hospitality, Travel",Sales and Marketing,Medium,www.freewheel.com,https://www.linkedin.com/company/freewheel/about/,"30 W. Monroe Street, #1900 Chicago, iL 60603"
Frontline Education,Mark Gruzin,501-1000 employees,Acquired,Founded: 1998,B2B SaaS,Education,HR and Recruiting,Large,www.frontlineeducation.com,https://www.linkedin.com/company/frontline-education/about/,"200 W Monroe St, Suite 2100, Chicago, Illinois 60606"
Fueloyal,George Jurica Magoci,11-50 employees,Angel or Seed Funding,Founded: 2014,B2B SaaS,"Logistics, Supply Chain, Transportation",Accounting and Finance,Small,www.fueloyal.com,https://www.linkedin.com/company/fueloyal/about/,"109 Fairfield Way #304 60108 Bloomingdale, IL"
Fusion Risk Management,Michael Campbell,11-50 employees,Other,Founded: 2006,B2B SaaS,Horizontal,Compliance,Small,www.fusionrm.com,https://www.linkedin.com/company/fusion-risk-management/about/,"2 North Riverside Plaza, Suite 1000, Chicago, IL 60606"
G2,Godard Abel,201-500 employees,VC-funded,Founded: 2012,B2B SaaS,Horizontal,Marketplace,Medium,www.g2.com,https://www.linkedin.com/company/g2dotcom/about/,"100 S Wacker Dr, Suite 600, Chicago, IL 60606,"
GAINSystems,Bill Benton,51-200 employees,Self-funded,Founded: 1971,B2B SaaS,Horizontal,Logistics and Supply Chain,Medium,gainsystems.com,https://www.linkedin.com/company/gainsystems/about/,"1200 North Ashland Avenue Suite 300 Chicago, IL 60622"
Gather Voices,Michael Hoffman,1-10 employees,Angel or Seed Funding,Founded: 2017,B2B SaaS,Horizontal,Sales and Marketing,Startup,www.gathervoices.co,https://www.linkedin.com/company/gather-voices/about/,"4245 Knox Avenue Chicago, IL 60641"
Genuity,Colum Donahue,11-50 employees,Self-funded,Founded: 2017,B2B SaaS,Horizontal,IT Mgt,Small,www.gogenuity.com,https://www.linkedin.com/company/gogenuity/about/,"155 N Wacker Dr, Chicago, Illinois 60606"
Georama (QualSights),Nihal Advani,11-50 employees,Angel or Seed Funding,Founded: 2012,B2B SaaS,Horizontal,Analytics and BI,Small,www.georama.com,http://www.linkedin.com/company/georama-inc-/about/,"Chicago, IL"
Globus,Vas Vasiliadis,11-50 employees,Self-funded,Founded: 2010,B2B SaaS,Horizontal,Document Management,Small,www.globus.org,https://www.linkedin.com/company/globus-org/about/,"401 N. Michigan Ave., Ste 900, Chicago, IL 60611"
GoHealth,Clint Jones,501-1000 employees,Acquired,Founded: 2001,B2B SaaS,Horizontal,HR and Recruiting,Large,www.gohealthinsurance.com,https://www.linkedin.com/company/gohealth/about/,"214 W Huron St, Chicago, IL 60654"
Google,Lorraine Twohill,"10,001+ employees",Public,Founded: 1998,B2B SaaS,Horizontal,Analytics and BI,Large,about.google,https://www.linkedin.com/company/google/about/,"320 N Morgan St, Chicago, IL 60607, US"
GoSoapBox,John Pytel,1-10 employees,Self-funded,Founded: 2011,B2B SaaS,Education,Communications,Startup,gosoapbox.com,https://www.linkedin.com/company/google/about/,"Chicago, IL"
GovQA,Tim Callahan,51-200 employees,Acquired,Founded: 2000,B2G,Government,Document Management,Medium,www.govqa.com,https://www.linkedin.com/company/govqa/about/,"9014 Heritage Parkway, Ste 308, Woodridge, IL 60517"
Gray Matter Analytics,Sheila Talton,11-50 employees,Self-funded,Founded: 2013,B2B SaaS,Healthcare,Analytics and BI,Small,www.graymatteranalytics.com,https://www.linkedin.com/company/graymatteranalytics/about/,"180 N. Wabash Avenue, Suite 602, Chicago, IL 60601"
Gyst Audio,Osayanmo Osarenkhoe,11-50 employees,Self-funded,Founded: 2017,B2B SaaS,Horizontal,On-Demand Services,Small,gystaudio.com,https://www.linkedin.com/company/gystaudio/about/,"222 Merchandise Mart Plaza, Chicago, Illinois 60654, US"
HAAS Alert,Cory Hohs,11-50 employees,Angel or Seed Funding,Founded: 2015,B2B SaaS,Automotive,Communications,Small,www.haasalert.com,https://www.linkedin.com/company/haasalert/about/,"Chicago, IL"
HammerTech,Ben Leach,51-200 employees,VC-funded,Founded: 2013,B2B SaaS,Construction,Business Mgt and ERP,Medium,hammertechglobal.com,https://www.linkedin.com/company/hammer-technologies-pty-ltd/about/,"623 W. Lake Street, #105, Chicago, IL 60661"
Hard Hat Hub (BuiltWorlds),Andy Jansen,11-50 employees,Self-funded,Founded: 2013,B2B SaaS,Construction,HR and Recruiting,Small,www.hardhathub.com,http://www.linkedin.com/company/3478197/about/,"515 N State St; Suite 13-101  Chicago, IL 60654"
Health iPASS,Rajesh Voddiraju,11-50 employees,VC-funded,Founded: 2014,B2B SaaS,Healthcare,Accounting and Finance,Small,healthipass.com,http://www.linkedin.com/company/healthipass-inc/about/,"1111 W 22nd St, Oak Brook, Illinois 60523"
Healthdatasystems,Null,11-50 employees,Self-funded,Founded: 1979,B2B SaaS,Healthcare,Practice Management,Small,www.healthdatasystems.com,https://www.linkedin.com/company/healthdatasystemsinc/about/,"1501 E. Woodfield Rd. Suite 113 E, Schaumburg, Illinois 60173"
Hearken,Jennifer Brandel,11-50 employees,Angel or Seed Funding,Founded: 2015,B2B SaaS,Horizontal,Sales and Marketing,Small,www.wearehearken.com,https://www.linkedin.com/company/we-are-hearken/about/,"Chicago, IL"
HERE Mobility,Edzard Overbeek,5001-10000 employees,Public,Founded: 1985,B2B SaaS,Horizontal,Sales and Marketing,Large,www.here.com,https://www.linkedin.com/company/heremobility/about/,"425 W Randolph St, Chicago, Illinois"
Heretik,Charlie Connor,11-50 employees,VC-funded,Founded: 2016,B2B SaaS,Horizontal,Document Management,Small,heretik.com,https://www.linkedin.com/company/heretik/about/,"205 W Wacker Dr, Chicago, Illinois"
Hireology,Adam Robinson,51-200 employees,VC-funded,Founded: 2010,B2B SaaS,Horizontal,HR and Recruiting,Medium,www.hireology.com,https://www.linkedin.com/company/hireology/about/,"303 E Wacker Dr. #400 Chicago, IL 60601"
HistoryIT,Kristen Gwinn-Becker,11-50 employees,Other,Founded: 2012,B2B SaaS,Horizontal,Document Management,Small,historyit.com,https://www.linkedin.com/company/historyit/about/,"Chicago, IL"
humanpredictions,Elliott Garms,11-50 employees,VC-funded,Founded: 2015,B2B SaaS,Horizontal,HR and Recruiting,Small,www.humanpredictions.io,https://www.linkedin.com/company/humanpredictions/about/,"Chicago, IL"
IBM,Arvind Krishna,"10,001+ employees",Public,Founded: 1911,B2B SaaS,Horizontal,IT Mgt,Large,www.ibm.com,https://www.linkedin.com/company/ibm/about/,"71 S. Wacker Drive, Chicago, IL 60606"
iDesigniBuy,Vivek Ghai,501-1000 employees,Self-funded,Founded: 2009,B2B SaaS,Retail,Business Mgt and ERP,Large,www.idesignibuy.com,https://www.linkedin.com/company/idesignibuy/about/,"500 Davis St, Evanston, Illinois 60201,"
IFS,Darren Roos,1001-5000 employees,Acquired,Founded: 1983,B2B SaaS,Horizontal,Business Mgt and ERP,Large,www.ifsworld.com,https://www.linkedin.com/company/ifs/about/,"300 Park Boulevard, Suite 350, Itasca, IL 60143"
ILANTUS Technologies,Binod Singh,201-500 employees,VC-funded,Founded: 2000,B2B SaaS,Horizontal,Cybersecurity,Medium,www.ilantus.com,https://www.linkedin.com/company/ilantus-technologies/about/,"10 North. Martingale Road, Suite 400, Schaumburg, IL 60173"
iManage,Neil Araujo,501-1000 employees,Self-funded,Founded: 2015,B2B SaaS,Horizontal,Document Management,Large,imanage.com,https://www.linkedin.com/company/imanage/about/,"540 W Madison St, Chicago, IL 60661"
InContext Solutions,Dave Rich,51-200 employees,VC-funded,Founded: 2009,B2B SaaS,Retail,Analytics and BI,Medium,www.incontextsolutions.com,https://www.linkedin.com/company/in-context-solutions/about/,"300 W. Adams St., Suite 600, Chicago, IL 60606"
Indeed,Chris Hyams,"10,001+ employees",Acquired,Founded: 2004,B2B SaaS,Horizontal,HR and Recruiting,Large,www.indeed.com,https://www.linkedin.com/company/indeed-com/about/,"Chicago, IL"
Indition,Stuart Green,51-200 employees,Self-funded,Founded: 2010,B2B SaaS,Horizontal,Sales and Marketing,Medium,indition.com,https://www.linkedin.com/company/indition/about/,"456 W Deming Pl, Suite 1W, Chicago, IL, 60614"
Inference Analytics,Farrukh Khan,1-10 employees,Angel or Seed Funding,Founded: 2016,B2B SaaS,Healthcare,Analytics and BI,Startup,www.inferenceanalytics.com,https://www.linkedin.com/company/inference-analytics-inc./about/?viewAsMember=true,"222 W Merchandise Mart Plaza, #1230, Chicago, IL 60654"
Infor CRM,Kevin Samuelson,"10,001+ employees",Acquired,Founded: 2002,B2B SaaS,Horizontal,Sales and Marketing,Large,www.infor.com,https://www.linkedin.com/company/infor/about/,"Molex, 233 South Wacker Drive, Suite 5750, Chicago, IL 60606"
